Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
79649,The Seagull,Anton Chekhov,"Chekhov, Anton",Laurence Senelick,"=""0413771008""","=""9780413771001""",0,3.91,Methuen Drama,Paperback,65,2009,1895,,2018/02/04,2006,2006 (#19),read,,,,1,0
87346,The Cherry Orchard,Anton Chekhov,"Chekhov, Anton",Tom    Murphy,"=""0413774031""","=""9780413774033""",0,3.69,Bloomsbury Methuen Drama,Paperback,96,2004,1903,,2018/02/04,2006,2006 (#18),read,,,,1,0
12645635,Tři sestry,Anton Chekhov,"Chekhov, Anton",Leoš Suchařípa,"=""8086216136""","=""""",0,3.71,Artur,Paperback,82,2001,1900,,2018/02/04,2006,2006 (#17),read,,,,1,0
16193725,Protivník,Emmanuel Carrère,"Carrère, Emmanuel","Igor Navrátil, Katarína Bednárová","=""8071459283""","=""9788071459286""",0,3.99,Slovart,Hardcover,192,2004,2000,,2018/02/04,2006,2006 (#16),read,,,,1,0
46025,The Cutting Room,Louise Welsh,"Welsh, Louise",,"=""1841954748""","=""9781841954745""",0,3.55,Canongate U.S.,Paperback,294,2003,2002,,2018/02/04,2006,2006 (#15),read,,,,1,0
28534571,Bezosudovosť,Imre Kertész,"Kertész, Imre",Eva Kroupová,"=""8071454796""","=""9788071454793""",0,4.08,Slovart,Hardcover,212,2000,1975,,2018/02/04,2006,2006 (#14),read,,,,1,0
28106371,Improvizácia na Alme / Plešivá speváčka,Eugène Ionesco,"Ionesco, Eugène",,"=""8088965799""","=""""",0,4.50,drewo a srd,Paperback,155,2003,,,2018/02/04,2006,2006 (#13),read,,,,1,0
7787685,"Dovidenia, Cugumi",Banana Yoshimoto,"Yoshimoto, Banana",,"=""8055110166""","=""9788055110165""",0,3.77,Ikar,Paperback,159,2005,1989,,2018/02/04,2006,2006 (#12),read,,,,1,0
16040153,Tisícročná včela,Peter Jaroš,"Jaroš, Peter",,"=""""","=""""",0,4.05,Slovenský spisovateľ,Hardcover,448,1984,1979,,2018/02/04,2006,2006 (#9),read,,,,1,0
10670223,Wir schießen Gummibänder zu den Sternen. Geschichtenroman.,Stefan Beuse,"Beuse, Stefan",,"=""3379016993""","=""9783379016995""",0,4.12,"Reclam, Leipzig",Paperback,0,2000,,,2018/02/04,2006,2006 (#8),read,,,,1,0
36341322,Talianske prázdniny,Jan Werich,"Werich, Jan",,"=""""","=""""",0,4.01,Obzor,Paperback,160,1988,1960,,2018/02/04,2006,2006 (#7),read,,,,1,0
20552950,Kronika vopred ohlásenej smrti,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8055115125""","=""9788055115122""",0,3.97,Ikar,Hardcover,144,2007,1981,,2018/02/04,2006,2006 (#6),read,,,,1,0
38262,Moll Flanders,Daniel Defoe,"Defoe, Daniel",Nadia May,"=""""","=""""",0,3.51,Wordsworth Editions,Paperback,339,1993,1722,,2018/02/04,2006,2006 (#5),read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.93,Scribner,Paperback,180,1925,1925,,2018/02/04,2006,2006 (#4),read,,,,1,0
6483848,Plyš,Michal Hvorecký,"Hvorecký, Michal",,"=""8088912946""","=""9788088912941""",0,2.72,Marenčin PT,Hardcover,224,2005,2005,,2018/02/04,2006,2006 (#3),read,,,,1,0
20550127,Červený a čierny,Stendhal,"Stendhal, Stendhal",,"=""""","=""""",0,3.86,Tatran,Hardcover,460,1977,1830,,2018/02/04,2006,2006 (#2),read,,,,1,0
23974853,Miláčik,Guy de Maupassant,"Maupassant, Guy de",,"=""8055124361""","=""9788055124360""",0,3.86,Ikar,Hardcover,312,2011,1885,,2018/02/04,2006,2006 (#1),read,,,,1,0
71687,The Umbrella Man and Other Stories,Roald Dahl,"Dahl, Roald",,"=""""","=""""",4,4.05,Viking Books for Young Readers,Paperback,288,2004,1982,,2018/01/21,2007,2007 (#13),read,,,,1,0
226378,A Hero of Our Time,Mikhail Lermontov,"Lermontov, Mikhail",Paul Foote,"=""014044176X""","=""9780140441765""",5,4.11,Penguin Classics,Paperback,185,1966,1839,,2018/01/14,2010,2010 (#2),read,,,,1,0
57792,Hotel Savoy,Joseph Roth,"Roth, Joseph",John Hoare,"=""1585674478""","=""9781585674473""",4,3.77,The Overlook Press,Paperback,123,2003,1924,,2018/01/14,2013,2013 (#6),read,,,,1,0
11953577,Indická princezná (Skutočný príbeh princeznej z Kapurthaly),Javier Moro,"Moro, Javier",,"=""8055119805""","=""9788055119809""",2,4.13,Ikar,Hardcover,368,2009,2005,,2018/01/14,2011,2011 (#32),read,,,,1,0
12253784,Má veselá jitra,Ivan Klíma,"Klíma, Ivan",,"=""802000968X""","=""9788020009685""",4,3.72,Academia,Hardcover,171,1990,1978,,2018/01/14,2010,2010 (#32),read,,,,1,0
30235323,Anjel nad Teheránom,Gina B. Nahai,"Nahai, Gina B.",Katarína Varsiková,"=""8055622922""","=""9788055622927""",4,4.04,Slovart,Hardcover,320,2016,1998,,2018/01/21,2009,2009 (#4),read,,,,1,0
253955,Iris Murdoch as I Knew Her,A.N. Wilson,"Wilson, A.N.",,"=""0099723107""","=""9780099723103""",5,3.38,ARROW (RAND),Paperback,288,2004,2003,,2018/01/14,2016,2016 (#11),read,,,,1,0
255905,Shopping and Fucking,Mark Ravenhill,"Ravenhill, Mark","Chris Megson, Jenny Stevens","=""0413712400""","=""9780413712400""",3,3.39,Methuen Drama,Paperback,91,2009,1996,,2018/01/14,2012,2012 (#5),read,,,,1,0
360461,Nichts als Gespenster,Judith Hermann,"Hermann, Judith",,"=""310033180X""","=""9783100331809""",5,3.76,S. Fischer Verlag,Hardcover,317,2003,2003,,2018/01/14,2011,2011 (#20),read,,,,1,0
9584506,Naplivu na vaše hroby,Vernon Sullivan,"Sullivan, Vernon","Boris Vian, Kateřina Vinšová","=""8072990829""","=""9788072990825""",4,3.56,Aurora,Hardcover,160,2005,1946,,2018/01/21,2007,2007 (#12),read,,,,1,0
67140,Boredom,Alberto Moravia,"Moravia, Alberto","Angus Davidson, William Weaver","=""1590171217""","=""9781590171219""",2,3.87,NYRB Classics,Paperback,320,2004,1960,,2018/01/06,2017,2017 (#5),read,,,,1,0
4082433,Rozšíření bitevního pole,Michel Houellebecq,"Houellebecq, Michel",Alan Beguivin,"=""8020410724""","=""9788020410726""",4,3.57,Mladá Fronta,Hardcover,160,2004,1994,,2018/01/14,2012,2012 (#18),read,,,,1,0
19038048,Tajomstvo Ale Rachmanovovej,Ilse Stahr,"Stahr, Ilse",,"=""""","=""""",4,3.86,,Hardcover,256,2014,2014,,2018/01/06,2017,2017 (#33),read,,,,1,0
34101160,Kolymské denníky,Jacek Hugo-Bader,"Hugo-Bader, Jacek",Patrik Oriešek,"=""8089845843""","=""9788089845842""",5,4.25,Absynt,Paperback,352,2017,2011,,2018/01/04,2018,2018 (#4),read,,,,2,0
34773258,Černobyľská modlitba,Svetlana Alexievich,"Alexievich, Svetlana",Silvia Šalatová,"=""8089876226""","=""9788089876228""",5,4.40,Absynth,Paperback,320,2017,1997,2018/01/07,2018/01/04,2018,2018 (#2),read,,,,1,0
36521467,Smrť v bunkri: Správa o mojom otcovi,Martin Pollack,"Pollack, Martin",,"=""8089876773""","=""9788089876778""",3,3.98,Absynt,Paperback,248,2017,2004,2018/01/13,2018/01/06,2018,2018 (#1),read,,,,1,0
28536369,"Vše, co jsme si nikdy neřekli",Celeste Ng,"Ng, Celeste","Jana Kunová, Pavla Horáková","=""8020716815""","=""9788020716811""",5,3.84,Odeon,,272,2016,2014,2018/01/23,2018/01/21,2018,2018 (#5),read,,,,1,0
44521,Kiss Kiss,Roald Dahl,"Dahl, Roald",,"=""0140018328""","=""9780140018325""",0,4.06,Penguin Books,Paperback,233,1987,1959,,2018/01/21,2007,2007 (#16),read,,,,1,0
18189531,Milostné rošády,Roald Dahl,"Dahl, Roald","Jana Koblížková, Jan Kořán, Adolf Born","=""""","=""""",0,3.93,Odeon,Paperback,162,1982,1974,,2018/01/21,2007,2007 (#15),read,,,,1,0
13382062,Lamb to the Slaughter,Roald Dahl,"Dahl, Roald",,"=""""","=""""",0,4.17,,Kindle Edition,15,2011,1953,,2018/01/21,2007,2007 (#14),read,,,,1,0
14741534,Pohyblivý svátek,Ernest Hemingway,"Hemingway, Ernest","Stanislav Mareš, Josef Škvorecký","=""""","=""""",0,4.02,Odeon,Hardcover,205,1966,1964,,2018/01/21,2007,2007 (#11),read,,,,1,0
8600051,Kto zabił Palomina Molero?,Mario Vargas Llosa,"Llosa, Mario Vargas",Enrique Porcel Ortega,"=""8324008640""","=""9788324008643""",0,3.58,Społeczny Instytut Wydawniczy Znak,Hardcover,152,2007,1986,,2018/01/21,2007,2007 (#10),read,,,,1,0
902332,Earth and Ashes,Atiq Rahimi,"Rahimi, Atiq",Erdağ M. Göknar,"=""0151006989""","=""9780151006984""",0,3.63,Houghton Mifflin Harcourt,Hardcover,81,2002,2000,,2018/01/21,2007,2007 (#9),read,,,,1,0
13416318,Všechny řitě světa i ta má,Charles Bukowski,"Bukowski, Charles","Josef Rauvolf, Ladislav Šenkyřík","=""8085213052""","=""""",0,3.86,Pragma,Paperback,192,1991,1973,,2018/01/21,2007,2007 (#8),read,,,,1,0
9226548,Cudzinec,Albert Camus,"Camus, Albert",,"=""8498191483""","=""""",0,4.03,Svetová knižnica SME,Hardcover,92,2005,1942,,2018/01/21,2007,2007 (#6),read,,,,1,0
12987095,Otcovia a deti,Ivan Turgenev,"Turgenev, Ivan",,"=""""","=""""",0,4.00,Európa,Hardcover,192,2009,1862,,2018/01/21,2007,2007 (#5),read,,,,1,0
7822829,Hon na ovcu,Haruki Murakami,"Murakami, Haruki",Lucia Kružlíková Preuss,"=""8071458538""","=""9788071458531""",0,3.94,Slovart,Hardcover,336,2004,1982,,2018/01/21,2007,2007 (#2),read,,,,1,0
8638250,Môj strýko Osvald,Roald Dahl,"Dahl, Roald",,"=""8022013579""","=""9788022013574""",0,3.83,Slovenský spisovateľ,Hardcover,200,2006,1979,,2018/01/21,2007,2007 (#1),read,,,,1,0
35298914,Třikrát slečna Marplová,Agatha Christie,"Christie, Agatha",,"=""8020703012""","=""""",0,3.88,Odeon,Paperback,484,1972,,,2018/01/21,2008,2008 (#6),read,,,,1,0
2595563,V tesnej blízkosti,Pavol Rankov,"Rankov, Pavol",Vladimír  Popovič,"=""8089129315""","=""9788089129317""",0,3.98,L.C.A. Publishers Group,Hardcover,184,2004,2004,,2018/01/21,2008,2008 (#5),read,,,,1,0
7822850,"Tancuj, tancuj, tancuj",Haruki Murakami,"Murakami, Haruki",Lucia Kružlíková Preuss,"=""8080851697""","=""9788080851699""",0,4.04,Slovart,Hardcover,432,2006,1988,,2018/01/21,2008,2008 (#4),read,,,,1,0
7691319,Rozum,Rudolf Sloboda,"Sloboda, Rudolf",,"=""8071456551""","=""9788071456551""",0,3.86,Slovart,Hardcover,304,2002,1982,,2018/01/21,2008,2008 (#3),read,,,,1,0
50695,Everyman,Philip Roth,"Roth, Philip",,"=""0307277712""","=""9780307277718""",0,3.62,Vintage,Paperback,182,2007,2006,,2018/01/21,2008,2008 (#2),read,,,,1,0
8564489,Moje meno je Červená,Orhan Pamuk,"Pamuk, Orhan",Otakar Kořínek,"=""8071459275""","=""9788071459279""",0,3.87,Slovart,Hardcover,547,2007,1998,,2018/01/21,2008,2008 (#1),read,,,,1,0
432,"City of Glass (The New York Trilogy, #1)",Paul Auster,"Auster, Paul",,"=""0140097317""","=""9780140097313""",0,3.75,Penguin Books,Paperback,203,1987,1985,,2018/01/21,2009,2009 (#14),read,,,,1,0
7814885,"Na jih od hranic, na západ od slunce",Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""""","=""9788020711571""",0,3.86,Odeon,Hardcover,174,2008,1992,,2018/01/21,2009,2009 (#13),read,,,,0,0
4074496,Norské dřevo,Haruki Murakami,"Murakami, Haruki","Tomáš Jurkovič, Klára Macúchová","=""8020711937""","=""9788020711939""",0,4.00,Odeon,Hardcover,304,2005,1987,,2018/01/21,2009,2009 (#12),read,,,,1,0
24898441,Kaspický dážď,Gina B. Nahai,"Nahai, Gina B.",,"=""8055117241""","=""""",0,3.67,IKAR,Hardcover,256,2008,2007,,2018/01/21,2009,2009 (#11),read,,,,1,0
12124996,Stalo sa prvého septembra (alebo inokedy),Pavol Rankov,"Rankov, Pavol",,"=""8081013067""","=""9788081013065""",0,4.21,Kalligram,Hardcover,328,2010,2008,,2018/01/21,2009,2009 (#10),read,,,,1,0
6684350,Kafka na pobřeží,Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""""","=""9788020717900""",0,4.12,Odeon,Hardcover,556,2006,2002,,2018/01/21,2009,2009 (#9),read,,,,1,0
2135061,Alabama Song,Gilles Leroy,"Leroy, Gilles",,"=""2715226454""","=""9782715226456""",0,3.32,Gallimard,Paperback,189,2007,2007,,2018/01/21,2009,2009 (#8),read,,,,1,0
6294016,Domov na konci světa,Michael Cunningham,"Cunningham, Michael",Miroslav Jindra,"=""8020711880""","=""9788020711885""",0,3.95,Odeon,Hardcover,400,2005,1990,,2018/01/21,2009,2009 (#7),read,,,,1,0
15841216,Kniha ilúzií,Paul Auster,"Auster, Paul","Vladislav Gális, Danica Hollá-Terenová","=""8055107548""","=""9788055107547""",0,3.90,Ikar,Hardcover,304,2004,2002,,2018/01/21,2009,2009 (#6),read,,,,1,0
17619034,Rozum a cit,Jane Austen,"Austen, Jane",,"=""8073351463""","=""9788073351465""",0,4.09,Rozmluvy,Hardcover,280,2008,1811,,2018/01/21,2009,2009 (#5),read,,,,1,0
54881,Towelhead,Alicia Erian,"Erian, Alicia",,"=""0743285123""","=""9780743285124""",0,3.69,Simon & Schuster,Paperback,336,2006,2005,,2018/01/21,2009,2009 (#3),read,,,,1,0
18802483,Balzac a malá čínska krajčírôčka,Dai Sijie,"Sijie, Dai",,"=""""","=""""",0,3.64,Slovart,Hardcover,171,2002,2000,,2018/01/21,2009,2009 (#2),read,,,,1,0
15904455,Mesto slepých,José Saramago,"Saramago, José",Miroslava Petrovská,"=""8071454079""","=""9788071454076""",0,4.18,Slovart,Hardcover,256,1999,1995,,2018/01/21,2009,2009 (#1),read,,,,1,0
28435791,Zamrznuté svetlo,Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Yrsa  Sigurðardóttir,"=""8071361801""","=""9788071361800""",0,3.75,Columbus,Hardcover,382,2008,2006,,2018/01/14,2010,2010 (#43),read,,,,1,0
13607597,"Straka zlodejka (Kronika vtáčika na kľúčik, #1)",Haruki Murakami,"Murakami, Haruki",Dana Hashimoto,"=""8080858349""","=""9788080858346""",0,3.95,Slovart,Hardcover,216,2010,1994,,2018/01/14,2010,2010 (#42),read,,,,1,0
16042694,Hlava nehlava,Michaela Rosová,"Rosová, Michaela",,"=""8081080147""","=""9788081080142""",0,3.22,KK Bagala,Hardcover,240,2009,2008,,2018/01/14,2010,2010 (#41),read,,,,1,0
13614538,Domček jedným ťahom,Veronika Šikulová,"Šikulová, Veronika",,"=""808085873X""","=""9788080858735""",0,3.60,Slovart ,Hardcover,168,2009,2009,,2018/01/14,2010,2010 (#40),read,,,,1,0
9633213,Po Valentýnu,Esther J. Ending,"Ending, Esther J.",Veronika Havlíková,"=""8020712445""","=""9788020712448""",0,3.92,Odeon,Hardcover,256,2007,2004,,2018/01/14,2010,2010 (#39),read,,,,1,0
13608129,Muflón Ancijáš a jeho spanilá jazda,Branislav Jobus,"Jobus, Branislav",Igor Derevenec,"=""8055601771""","=""9788055601779""",0,4.33,Slovart,Hardcover,120,2010,2010,,2018/01/14,2010,2010 (#38),read,,,,1,0
12331109,A taková to byla láska…,Anna Gavalda,"Gavalda, Anna",Silvie Dokulilová,"=""8020411151""","=""9788020411150""",0,3.51,Mladá fronta,Hardcover,149,2004,2002,,2018/01/14,2010,2010 (#37),read,,,,1,0
26111443,Zrkadlo dovnútra,Mila Haugová,"Haugová, Mila",,"=""8081080139""","=""9788081080135""",0,4.07,Koloman Kertész Bagala,Hardcover,220,2009,2009,,2018/01/14,2010,2010 (#36),read,,,,1,0
19299390,Tisíc žiarivých sĺnk,Khaled Hosseini,"Hosseini, Khaled",Mária Galádová,"=""8055118655""","=""9788055118659""",0,4.45,Ikar,Hardcover,327,2009,2007,,2018/01/14,2010,2010 (#35),read,,,,1,0
10318808,Nový život bez chlapa,Buless,"Buless, Buless",,"=""8055123195""","=""9788055123196""",0,2.48,Ikar,Paperback,152,2010,2010,,2018/01/14,2010,2010 (#34),read,,,,1,0
22884068,Báječný únik,Anna Gavalda,"Gavalda, Anna",,"=""""","=""9788020421456""",0,3.39,,,,,2001,,2018/01/14,2010,2010 (#33),read,,,,1,0
8663959,Pýcha a predsudok,Jane Austen,"Austen, Jane",Beáta Mihalkovičová,"=""8080851638""","=""9788080851637""",0,4.29,Slovart,Hardcover,405,2006,1813,,2018/01/14,2010,2010 (#31),read,,,,1,0
7805293,Cesta,Cormac McCarthy,"McCarthy, Cormac",Jiří Hrubý,"=""8072039733""","=""9788072039739""",0,4.00,Argo,Hardcover,188,2008,2006,,2018/01/14,2010,2010 (#30),read,,,,1,0
20319063,Slnečné dni (Príhody Nonniho z mladých rokov na Islande),Jón Sveinsson,"Sveinsson, Jón",Margita Matulayová-Václavíková,"=""""","=""""",0,3.33,Československá grafická Unie,Hardcover,136,1936,1915,,2018/01/14,2010,2010 (#29),read,,,,1,0
14887847,Apáka a mamáka,Koloman Kocúr,"Kocúr, Koloman",,"=""8088897416""","=""""",0,4.10,L.C.A. Publishers Group,Hardcover,128,2002,2002,,2018/01/14,2010,2010 (#28),read,,,,1,0
6691128,"Chcel by som, aby ma niekto niekde čakal",Anna Gavalda,"Gavalda, Anna",,"=""8089033253""","=""9788089033256""",0,3.50,SOFA,Paperback,158,,1999,,2018/01/14,2010,2010 (#27),read,,,,1,0
16225633,Coffee stories (alebo Deň ako každý iný),Pavel Sibyla,"Sibyla, Pavel",,"=""8097012790""","=""9788097012793""",0,3.56,Coffee and TV,Paperback,82,2009,2009,,2018/01/14,2010,2010 (#26),read,,,,1,0
28590408,Vlhké miesta,Charlotte Roche,"Roche, Charlotte",,"=""8022205826""","=""9788022205825""",0,2.87,Tatran,Hardcover,168,2010,2008,,2018/01/14,2010,2010 (#25),read,,,,1,0
12160859,"Ashes to Dust (Þóra Guðmundsdóttir, #3)",Yrsa Sigurdardottir,"Sigurdardottir, Yrsa",Philip Roughton,"=""0312641745""","=""9780312641740""",0,3.71,Minotaur Books,Hardcover,360,2012,2007,,2018/01/14,2010,2010 (#24),read,,,,1,0
6953052,Skafander i motyl,Jean-Dominique Bauby,"Bauby, Jean-Dominique",Krzysztof Rutkowski,"=""8374538430""","=""9788374538435""",0,3.98,Słowo/Obraz Terytoria,Paperback,125,2008,1997,,2018/01/14,2010,2010 (#23),read,,,,1,0
18529127,Majster šarkanov,Khaled Hosseini,"Hosseini, Khaled",Danica Hollá,"=""8055115362""","=""9788055115368""",0,4.35,Ikar,Hardcover,336,2008,2003,,2018/01/14,2010,2010 (#22),read,,,,1,0
8653023,"Stopárov sprievodca galaxiou (Stopárov sprievodca galaxiou, #1)",Douglas Adams,"Adams, Douglas",Patrick  Frank,"=""8071459038""","=""9788071459033""",0,4.22,Slovart,Hardcover,191,2004,1979,,2018/01/14,2010,2010 (#21),read,,,,1,0
15714684,Kniha o pastierovi: ako jednoduchá modlitba zmenila svet,Joann Davis,"Davis, Joann",Jana Kantorová-Báliková,"=""8055121761""","=""9788055121765""",0,3.73,Ikar,Hardcover,136,2010,1953,,2018/01/14,2010,2010 (#20),read,,,,1,0
11261167,Prvá smrť v rodine,Ivana Dobrakovová,"Dobrakovová, Ivana",,"=""8081140077""","=""9788081140075""",0,3.86,Marenčin PT,Hardcover,168,2009,2009,,2018/01/14,2010,2010 (#19),read,,,,1,0
16146001,Biely tiger,Aravind Adiga,"Adiga, Aravind",Danica Hollá,"=""8022205745""","=""9788022205740""",0,3.77,Tatran,Hardcover,226,2010,2008,,2018/01/14,2010,2010 (#18),read,,,,1,0
17380390,Neverné ženy neznášajú vajíčka,Uršuľa Kovalyk,"Kovalyk, Uršuľa",,"=""8085549468""","=""9788085549461""",0,4.24,Aspekt,Paperback,96,2004,2002,,2018/01/14,2010,2010 (#17),read,,,,1,0
31940673,Hrana,Sylvia Plath,"Plath, Sylvia",,"=""8022012262""","=""""",0,4.46,"Slovenský spisovateľ, Bratislava",Hardcover,157,,1982,,2018/01/14,2010,2010 (#16),read,,,,1,0
11814434,Žert,Milan Kundera,"Kundera, Milan",,"=""""","=""9788071082873""",0,4.03,,Hardcover,350,,1967,,2018/01/14,2010,2010 (#15),read,,,,1,0
22815656,"Dom vo dne, dom v noci",Olga Tokarczuk,"Tokarczuk, Olga",Karol Chmel,"=""8085549344""","=""9788085549348""",0,4.08,Aspekt,Paperback,380,2002,1998,,2018/01/14,2010,2010 (#14),read,,,,1,0
33564597,Parcelácia vzduchu,Nóra Ružičková,"Ružičková, Nóra",,"=""8085515768""","=""9788085515763""",0,4.70,Modrý Peter,Hardcover,80,2007,2007,,2018/01/14,2010,2010 (#13),read,,,,1,0
17185121,Niečo o orchideách,Pavel Sibyla,"Sibyla, Pavel",,"=""8089445004""","=""9788089445004""",0,3.39,Artforum,Hardcover,256,2009,2009,,2018/01/14,2010,2010 (#12),read,,,,1,0
15998527,Mimo času,Peter Krištúfek,"Krištúfek, Peter",,"=""8081140069""","=""9788081140068""",0,3.41,Marenčin PT,Hardcover,165,2009,2009,,2018/01/14,2010,2010 (#11),read,,,,1,0
53410,Blow-Up and Other Stories,Julio Cortázar,"Cortázar, Julio",,"=""0394728815""","=""9780394728810""",0,4.20,Pantheon Books,Paperback,277,1985,1968,,2018/01/14,2010,2010 (#10),read,,,,1,0
36351187,Pronásledovatel,Julio Cortázar,"Cortázar, Julio",Kamil Uhlíř,"=""""","=""""",0,4.17,SNKLU - Státní nakladatelství krásné literatury a umění,Paperback,170,1966,1958,,2018/01/14,2010,2010 (#9),read,,,,1,0
7886995,2 cesty,Jana Bodnárová,"Bodnárová, Jana",,"=""8022009601""","=""9788022009607""",0,2.00,Slovensky Spisovateľ,Paperback,92,1999,1999,,2018/01/14,2010,2010 (#7),read,,,,1,0
1364073,Chanson des mal-aimants,Sylvie Germain,"Germain, Sylvie",,"=""2070314316""","=""9782070314317""",0,3.63,Folio,Mass Market Paperback,269,2004,2002,,2018/01/14,2010,2010 (#6),read,,,,1,0
20930332,Kameň trpezlivosti,Atiq Rahimi,"Rahimi, Atiq",Marta Činovská,"=""8080857989""","=""9788080857981""",0,3.70,Slovart,Hardcover,126,2009,2008,,2018/01/14,2010,2010 (#5),read,,,,1,0
6069866,Povídky,Zdeněk Svěrák,"Svěrák, Zdeněk",,"=""""","=""""",0,3.95,SUPRAPHON,Audiobook,,2012,2008,,2018/01/14,2010,2010 (#4),read,,,,1,0
9795999,Kozľa v mlieku,Юрий Поляков,"Поляков, Юрий","Yuriy Polyakov, Ján Štrasser","=""8080852197""","=""9788080852191""",0,3.96,Slovart ,Hardcover,352,2007,1995,,2018/01/14,2010,2010 (#1),read,,,,1,0
7486091,Kleinstadtschlampe,Mirjam Dreer,"Dreer, Mirjam",,"=""""","=""""",0,2.92,,Paperback,203,,2010,,2018/01/14,2011,2011 (#35),read,,,,1,0
4081685,Dějiny lásky,Nicole Krauss,"Krauss, Nicole",Hana Ulmanová,"=""8072037625""","=""9788072037629""",0,3.92,Argo,Hardcover,245,2006,2005,,2018/01/14,2011,2011 (#34),read,,,,1,0
3369764,En vinter i Stockholm,Agneta Pleijel,"Pleijel, Agneta",,"=""9119728921""","=""9789119728920""",0,3.60,Norstedt,Hardcover,205,1997,1997,,2018/01/14,2011,2011 (#33),read,,,,1,0
15752849,Dandy,Michaela Rosová,"Rosová, Michaela",,"=""8081080287""","=""9788081080289""",0,3.20,Koloman Kertész Bagala a literarnyklub,Kindle Edition,108,2011,2011,,2018/01/14,2011,2011 (#31),read,,,,1,0
22669817,Ani ve snu,Vesna Tvrtković,"Tvrtković, Vesna",,"=""8087162625""","=""9788087162620""",0,3.60,Kniha Zlín,Paperback,148,2010,2010,,2018/01/14,2011,2011 (#30),read,,,,1,0
22589993,Južná pošta,Ladislav Ballek,"Ballek, Ladislav",,"=""""","=""""",0,3.32,Slovenský spisovateľ,Hardcover,199,1974,1974,,2018/01/14,2011,2011 (#29),read,,,,1,0
8076636,Elementární částice,Michel Houellebecq,"Houellebecq, Michel",Alan Beguivin,"=""8086955796""","=""9788086955797""",0,3.80,Garamond,Hardcover,300,2007,1998,,2018/01/14,2011,2011 (#28),read,,,,0,0
12840677,Piata loď,Monika Kompaníková,"Kompaníková, Monika",Svätopluk Mikyta,"=""808108018X""","=""9788081080180""",0,4.04,Koloman Kertész Bagala,Kindle Edition,288,2010,2010,,2018/01/14,2011,2011 (#27),read,,,,1,0
13616978,Velká ryba,Daniel Wallace,"Wallace, Daniel",,"=""""","=""""",0,3.68,Argo,Hardcover,176,2011,1998,,2018/01/14,2011,2011 (#26),read,,,,1,0
33398684,Putá osudu,William Trevor,"Trevor, William",,"=""8022013072""","=""""",0,3.98,Slovenský spisovateľ,Hardcover,200,2004,1983,,2018/01/14,2011,2011 (#25),read,,,,1,0
13418173,Se světem nepohneš: současné norské povídky,Ingvar Ambjørnsen,"Ambjørnsen, Ingvar","Jostein Gaarder, Frode Grytten, Tor Åge Bringsværd, Lars Saabye Christensen, Per Petterson, Johan Harstad, Tor Ulven, Ragnar Hovland, Roald Wold Karlsen, Merete Lindström, Rolf Sagen, Jarka Vrbová","=""8087053591""","=""9788087053591""",0,3.59,Pistorius & Olšanská,Paperback,173,2011,2011,,2018/01/14,2011,2011 (#24),read,,,,1,0
13411212,Predčítač,Bernhard Schlink,"Schlink, Bernhard",,"=""808085159X""","=""9788080851590""",0,3.78,Slovart,Hardcover,178,2006,1995,,2018/01/14,2011,2011 (#23),read,,,,1,0
1354222,Reading Turgenev,William Trevor,"Trevor, William",,"=""0670845434""","=""9780670845439""",0,3.91,Viking,Hardcover,224,1991,1991,,2018/01/14,2011,2011 (#19),read,,,,1,0
7787664,Takhle je to dobrý. Povídky z Wyomingu,Annie Proulx,"Proulx, Annie",,"=""8073841436""","=""9788073841430""",0,3.82,Baronet,Hardcover,223,2008,2008,,2018/01/14,2011,2011 (#18),read,,,,1,0
11387665,Homo Asapiens,Rado Ondřejíček,"Ondřejíček, Rado",,"=""8055602182""","=""9788055602189""",0,3.54,Slovart,Hardcover,287,2011,2011,,2018/01/14,2011,2011 (#17),read,,,,1,0
4133191,Nahý chleba,Mohamed Choukri,"Choukri, Mohamed","Muhammad  Šukrí, Erik Lukavský, Anna Lukavská","=""808660330X""","=""9788086603308""",0,3.58,Agite/Fra,Paperback,172,2006,1973,,2018/01/14,2011,2011 (#16),read,,,,1,0
15617220,Die Insel: Erzahlung,Ilma Rakusa,"Rakusa, Ilma",,"=""3518384643""","=""9783518384640""",0,2.40,Suhrkamp Publishers,Paperback,133,,1982,,2018/01/14,2011,2011 (#15),read,,,,1,0
440847,In Strange Gardens and Other Stories,Peter Stamm,"Stamm, Peter",Michael Hofmann,"=""1590511697""","=""9781590511695""",0,3.64,Other Press,Hardcover,256,2006,1993,,2018/01/14,2011,2011 (#13),read,,,,1,0
